id,poste,ville,departement,region,lieux_poste,etablissements,finess,mois_parution,annee_parution,categorie,type_structure,type_etablissement,latitude,longitude,latitude_finess,longitude_finess,qualite_coordonnees,source_coordonnees,source,observations,texte_source_poste,raison_sociale_finess,qualite_appariement_finess
225,directeur adjoint en charge de la filière gériatrique sur le CH Avignon et le CHI Cavaillon-Lauris,Cavaillon-Lauris,Vaucluse,Provence-Alpes-Côte d'Azur,Cavaillon-Lauris,centre hospitalier d’Avignon et CHI de Cavaillon-Lauris (Vaucluse),840000517,2,2026,Directeur adjoint,Sanitaire,Établissement sanitaire,44.10208394420645,5.414837358159679,44.10208394420645,5.414837358159679,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centre hospitalier d’Avignon et CHI de Cavaillon-Lauris (Vaucluse), un emploi de directeur adjoint en charge de la filière gériatrique sur le CH Avignon et le CHI Cavaillon-Lauris",CENTRE HOSPITALIER DE SAULT CENTRE HOSPITALIER DE SAULT,Très probable
226,directeur adjoint en charge du secteur enfant du pôle handicap,Non renseigné,Seine-Maritime,Normandie,Seine-Maritime,CCAS Yvetot (Seine-Maritime),760802322,2,2026,Directeur adjoint,Médico-social,Handicap enfant,49.61069449473239,0.7695664506256462,49.61069449473239,0.7695664506256462,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"CCAS Yvetot (Seine-Maritime), un emploi de directeur adjoint en charge du secteur enfant du pôle handicap",FH CCAS YVETOT,Très probable
227,directeur adjoint,Indre-et-Loire,Indre-et-Loire,Centre-Val de Loire,Indre-et-Loire,institut départemental de l’enfance et de la famille d’Indre-et-Loire (Indre-et-Loire),370004764,2,2026,Directeur adjoint,Médico-social,Handicap adulte,47.43580190297264,0.6343435775704865,47.43580190297264,0.6343435775704865,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"institut départemental de l’enfance et de la famille d’Indre-et-Loire (Indre-et-Loire), un emploi de directeur adjoint",INST. DEPART. ENFANCE & FAMILLE INSTITUT DEPARTEMENTAL DE L'ENFANCE ET DE LA FAMILLE,Très probable
228,directeur adjoint au sein du département territorial ville-médico-social-hôpital en charge de la filière médico-sociale du centre hospitalier de Toul,Nancy,Meurthe-et-Moselle,Grand Est,Nancy,"centre hospitalier universitaire de Nancy, les centres hospitaliers de Dieuze, de Pont-à-Mousson, de Toul et CHI de Pompey-Lay-Saint-Christophe et les EHPAD de Vezelise, de Mars-la-Tour et de Labry (Meurthe-et-Moselle)",540003043,2,2026,Directeur adjoint,Sanitaire,EHPAD sanitaire,48.68696494679469,6.191678529698561,48.68696494679469,6.191678529698561,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centre hospitalier universitaire de Nancy, les centres hospitaliers de Dieuze, de Pont-à-Mousson, de Toul et CHI de Pompey-Lay-Saint-Christophe et les EHPAD de Vezelise, de Mars-la-Tour et de Labry (Meurthe-et-Moselle), un emploi de directeur adjoint au sein du département territorial ville-médico-social-hôpital en charge de la filière médico-sociale du centre hospitalier de Toul",CHRU NANCY - HOPITAL SAINT JULIEN CHRU NANCY - HOPITAL SAINT JULIEN,Très probable
229,"directeur adjoint en charge des affaires générales, des services économiques et logistiques, de la communication institutionnelle et du développement durable",Non renseigné,Hauts-de-Seine,Île-de-France,Hauts-de-Seine,centre hospitalier départemental Stell (Hauts-de-Seine),920000601,2,2026,Directeur adjoint,Sanitaire,Établissement sanitaire,48.87661558381785,2.187152489182903,48.87661558381785,2.187152489182903,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centre hospitalier départemental Stell (Hauts-de-Seine), un emploi de directeur adjoint en charge des affaires générales, des services économiques et logistiques, de la communication institutionnelle et du développement durable",CH DEPARTEMENTAL DE STELL CENTRE HOSPITALIER DEPARTEMENTAL STELL,Très probable
230,"directeur préfigurateur de la direction commune entre les centres hospitaliers de Blois, Saint-Aignan et Montrichard",Saint-Aignan,Loir-et-Cher,Centre-Val de Loire,Saint-Aignan,centres hospitaliers de Saint-Aignan et Montrichard (Loir-et-Cher),410000053,2,2026,Directeur adjoint,Sanitaire,Établissement sanitaire,47.26308424005688,1.3557634563397027,47.26308424005688,1.3557634563397027,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centres hospitaliers de Saint-Aignan et Montrichard (Loir-et-Cher), un emploi de directeur préfigurateur de la direction commune entre les centres hospitaliers de Blois, Saint-Aignan et Montrichard",CH SAINT AIGNAN,Très probable
231,directeur adjoint en charge des structures médico-sociales du centre hospitalier de Gourdon,Gourdon,Lot,Occitanie,Gourdon,centre hospitalier Jean Coulon de Gourdon (Lot),460000102,2,2026,Directeur adjoint,Sanitaire,Établissement sanitaire,44.73199753361803,1.3731264057341823,44.73199753361803,1.3731264057341823,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centre hospitalier Jean Coulon de Gourdon (Lot), un emploi de directeur adjoint en charge des structures médico-sociales du centre hospitalier de Gourdon",CH JEAN COULON GOURDON CENTRE HOSPITALIER JEAN COULON GOURDON,Très probable
232,directeur adjoint en charge du pôle de gériatrie et médico-social de la direction commune,Montceau-les-Mines,Saône-et-Loire,Bourgogne-Franche-Comté,Montceau-les-Mines,"centres hospitaliers de Montceau-les-Mines, de Chalon-sur-Saône, d’Autun, de Chagny, de la Guiche-Mont Saint Vincent, de Toulon-sur-Arroux, les EHPAD d’Epinac et de Couches (Saône-et-Loire)",710972415,2,2026,Directeur adjoint,Sanitaire,EHPAD sanitaire,46.67412151000658,4.362976887561,46.67412151000658,4.362976887561,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centres hospitaliers de Montceau-les-Mines, de Chalon-sur-Saône, d’Autun, de Chagny, de la Guiche-Mont Saint Vincent, de Toulon-sur-Arroux, les EHPAD d’Epinac et de Couches (Saône-et-Loire), un emploi de directeur adjoint en charge du pôle de gériatrie et médico-social de la direction commune",EHPAD DU CH JEAN BOUVERI EHPAD DU CH JEAN BOUVERI MONTCEAU LES MINES,Très probable
233,directeur adjoint en charge de la Résidence Anna Quinquaud et de l’EHPAD de Royère de Vassivière,Gueret,Creuse,Nouvelle-Aquitaine,Gueret,"centres hospitaliers de Gueret, de Bourganeuf et MR de Royere de Vassiviere Evaux-les-Bains, les EHPAD de Chambon sur Voueize, d’Auzances et de Mainsat (Creuse)",230781668,2,2026,Directeur adjoint,Sanitaire,EHPAD sanitaire,46.16959382531014,1.871441898415986,46.16959382531014,1.871441898415986,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centres hospitaliers de Gueret, de Bourganeuf et MR de Royere de Vassiviere Evaux-les-Bains, les EHPAD de Chambon sur Voueize, d’Auzances et de Mainsat (Creuse), un emploi de directeur adjoint en charge de la Résidence Anna Quinquaud et de l’EHPAD de Royère de Vassivière",EHPAD ANNA QUINQUAUD EHPAD ANNA QUINQUAUD,Très probable
234,"directeur de la politique médico-sociale, directeur délégué d’un établissement de la direction commune",Rodez,Aveyron,Occitanie,Rodez,"centres hospitaliers de Rodez, de Saint-Geniez-d’Olt et du Vallon, CHI d’Espalion (Aveyron)",120002738,2,2026,Directeur adjoint,Sanitaire,Handicap adulte,44.35626121784972,2.574977799335004,44.35626121784972,2.574977799335004,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centres hospitaliers de Rodez, de Saint-Geniez-d’Olt et du Vallon, CHI d’Espalion (Aveyron), un emploi de directeur de la politique médico-sociale, directeur délégué d’un établissement de la direction commune",SAVS RODEZ SAVS RODEZ,Probable - à contrôler
235,directeur adjoint,Non renseigné,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,EHPAD au Savel (Alpes-Maritimes),060781390,2,2026,Directeur adjoint,Médico-social,EHPAD autonome,43.81816087043948,7.306422793412421,43.81816087043948,7.306422793412421,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"EHPAD au Savel (Alpes-Maritimes), un emploi de directeur adjoint",EHPAD AU SAVEL EHPAD AU SAVEL,Très probable
236,"directeur adjoint de la direction commune des EHPAD des Graves, délégué au site de l’EHPAD « Seguin » et en charge du pôle qualité, gestion des risques et communication de la direction commune",Talence,Gironde,Nouvelle-Aquitaine,Talence,"EHPAD de Talence, de Bègles, de Cestas et Pessac (Gironde)",330792201,2,2026,Directeur adjoint,Médico-social,EHPAD autonome,44.802577939794006,-0.5786375714233299,44.802577939794006,-0.5786375714233299,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"EHPAD de Talence, de Bègles, de Cestas et Pessac (Gironde), un emploi de directeur adjoint de la direction commune des EHPAD des Graves, délégué au site de l’EHPAD « Seguin » et en charge du pôle qualité, gestion des risques et communication de la direction commune",EHPAD LE RELAIS DES SENS EHPAD LE RELAIS DES SENS,Probable - à contrôler
237,directeur adjoint chargé du secteur médico-social de l’établissement public de santé mentale de l’Aube et résidence Cardinal de Loménie et de l’aménagement territorial de l’offre personnes âgées pour l’Est Aubois,Romilly-sur-Seine,Marne,Grand Est,Romilly-sur-Seine,"centres hospitaliers de Troyes, de Bar-sur-Seine, de Bar-sur-Aube, GH Aube-Marne à Romilly-sur-Seine, EPSM de l’Aube, les EHPAD de Brienne-le-Château et d’Arcis-sur-Aube (Aube)",510003783,2,2026,Directeur adjoint,Sanitaire,EHPAD sanitaire,48.96633740043237,4.363512000518025,48.96633740043237,4.363512000518025,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centres hospitaliers de Troyes, de Bar-sur-Seine, de Bar-sur-Aube, GH Aube-Marne à Romilly-sur-Seine, EPSM de l’Aube, les EHPAD de Brienne-le-Château et d’Arcis-sur-Aube (Aube), un emploi de directeur adjoint chargé du secteur médico-social de l’établissement public de santé mentale de l’Aube et résidence Cardinal de Loménie et de l’aménagement territorial de l’offre personnes âgées pour l’Est Aubois",EHPAD SARRAIL RESIDENCE POUR PERSONNES AGEES SARRAIL,Très probable
238,directeur adjoint au directeur,Bullion,Yvelines,Île-de-France,Bullion,hôpital de pédiatrie et de rééducation de Bullion (Yvelines),780001657,2,2026,Directeur adjoint,Sanitaire,Établissement sanitaire,48.63352299271595,2.010512464347548,48.63352299271595,2.010512464347548,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"hôpital de pédiatrie et de rééducation de Bullion (Yvelines), un emploi de directeur adjoint au directeur",HOPITAL PEDIATRIE REEDUCATION BULLION HOPITAL PEDIATRIE REEDUCATION BULLION,Très probable
239,"directeur adjoint chargé des services logistiques, développement durable et qualité",Non renseigné,Hérault,Occitanie,Hérault,centre hospitalier Paul Coste Floret (Hérault),340780220,2,2026,Directeur adjoint,Sanitaire,Établissement sanitaire,43.59311219523868,3.0816055664909965,43.59311219523868,3.0816055664909965,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centre hospitalier Paul Coste Floret (Hérault), un emploi de directeur adjoint chargé des services logistiques, développement durable et qualité",CH PAUL COSTE FLORET CENTRE HOSPITALIER PAUL COSTE FLORET,Très probable
240,directeur adjoint en charge des ressources humaines et des affaire médicales,Vertou,Loire-Atlantique,Pays de la Loire,Vertou,"centre hospitalier Sèvre et Loire, sites de Vertou et du Loroux-Bottereau (Loire-Atlantique)",440000883,2,2026,Directeur adjoint,Sanitaire,Établissement sanitaire,47.17839847844654,-1.4935866288215869,47.17839847844654,-1.4935866288215869,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centre hospitalier Sèvre et Loire, sites de Vertou et du Loroux-Bottereau (Loire-Atlantique), un emploi de directeur adjoint en charge des ressources humaines et des affaire médicales",CH SEVRE ET LOIRE - VERTOU CENTRE HOSPITALIER SEVRE ET LOIRE- VERTOU,Très probable
241,directeur de l’offre hébergement accompagnement social,Non renseigné,Dordogne,Nouvelle-Aquitaine,Dordogne,EPD Clairvivre (Dordogne),240014977,2,2026,Directeur adjoint,Non précisé,Non précisé,45.18214479585094,0.7613047405811499,45.18214479585094,0.7613047405811499,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"EPD Clairvivre (Dordogne), un emploi de directeur de l’offre hébergement accompagnement social",ACCOMPAGNEMENT CCAS,Probable - à contrôler
242,directeur adjoint en charge de la filière gériatrique,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,Bourg-en-Bresse,"centres hospitaliers de Bourg-en-Bresse, de Pont-de-Vaux, de Hauteville, les EHPAD de Cerdon, de Coligny et de Montrevel (Ain)",010784239,2,2026,Directeur adjoint,Sanitaire,EHPAD sanitaire,46.20374914495808,5.217653473271628,46.20374914495808,5.217653473271628,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-da-0402,Non renseigné,"centres hospitaliers de Bourg-en-Bresse, de Pont-de-Vaux, de Hauteville, les EHPAD de Cerdon, de Coligny et de Montrevel (Ain), un emploi de directeur adjoint en charge de la filière gériatrique",EHPAD BON REPOS BOURG-EN-BRESSE,Très probable
243,"directeur adjoint du cadre de vie et des travaux, direction fonctionnelle de l’établissement",Non renseigné,Seine-Maritime,Normandie,Seine-Maritime,institut départemental de l’enfance de la famille et du handicap pour l’insertion (Seine-Maritime),760039735,2,2026,Directeur adjoint,Médico-social,Handicap adulte,49.4366475724564,1.0882238541025993,49.4366475724564,1.0882238541025993,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-additif-d3s,Non renseigné,"institut départemental de l’enfance de la famille et du handicap pour l’insertion (Seine-Maritime), un emploi de directeur adjoint du cadre de vie et des travaux, direction fonctionnelle de l’établissement",DEPARTEMENT DE LA SEINE-MARITIME,Possible - contrôle nécessaire
244,"directeur délégué du CH de Boulay, de l’EPDS de Gorze et de l’EHPAD de Creutzwald",Metz-Thionville,Moselle,Grand Est,Metz-Thionville,"centre hospitalier régional de Metz-Thionville, centre hospitalier de Briey (54), centre hospitalier de Boulay, EHPAD de Creutzwald et établissement public départemental de santé de GORZE (Moselle)",570024075,2,2026,Directeur adjoint,Sanitaire,EHPAD sanitaire,49.05422534826744,5.9957885981896535,49.05422534826744,5.9957885981896535,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-additif-d3s,Non renseigné,"centre hospitalier régional de Metz-Thionville, centre hospitalier de Briey (54), centre hospitalier de Boulay, EHPAD de Creutzwald et établissement public départemental de santé de GORZE (Moselle), un emploi de directeur délégué du CH de Boulay, de l’EPDS de Gorze et de l’EHPAD de Creutzwald",EHPAD DE GORZE,Très probable
245,directeur adjoint,Non renseigné,Haute-Savoie,Auvergne-Rhône-Alpes,Haute-Savoie,centre Arthur LAVY (Haute-Savoie),740007992,2,2026,Directeur adjoint,Médico-social,Handicap enfant,45.937073897621175,6.122521102735501,45.937073897621175,6.122521102735501,Coordonnées FINESS géolocalisées,"2,ATLASANTE,87,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-additif-d3s,Non renseigné,"centre Arthur LAVY (Haute-Savoie), un emploi de directeur adjoint",CAMSP 74 ANNECY CENTRE D'ACTION MEDICO SOCIALE PRECOCE DE HAUTE SAVOIE,Possible - contrôle nécessaire
246,directeur délégué en charge de l’EHPAD “Les Causeries” de Laguépie et de l’EHPAD “Les Genêts d’Or du Ségala” de Rieupeyroux et de La Salvetat Peyralès (50 %/50 %),Laguépie,Aveyron,Occitanie,Laguépie,centre hospitalier de Villefranche de Rouergue (12) et EHPAD “Les Causeries” à Laguépie (82) (Aveyron),120782560,2,2026,Directeur adjoint,Sanitaire,EHPAD sanitaire,44.21932882061042,2.201694413834109,44.21932882061042,2.201694413834109,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-additif-d3s,Non renseigné,"centre hospitalier de Villefranche de Rouergue (12) et EHPAD “Les Causeries” à Laguépie (82) (Aveyron), un emploi de directeur délégué en charge de l’EHPAD “Les Causeries” de Laguépie et de l’EHPAD “Les Genêts d’Or du Ségala” de Rieupeyroux et de La Salvetat Peyralès (50 %/50 %)",EHPAD LES GENETS D'OR DU SEGALA,Très probable
247,"directeur adjoint en charge des finances, du contrôle de gestion et des achats",Contamine-sur-Arve,Haute-Savoie,Auvergne-Rhône-Alpes,Contamine-sur-Arve,"centre hospitalier Alpes Léman à Contamine-sur-Arve, « Andrevetan » à La Roche sur Foron, hôpital départemental de Reignier, hôpital départemental Dufresne-Sommeiller à La Tour et EHPAD « Vivre Ensemble » à Saint-Pierre-en-Faucigny (Haute Savoie)",740781141,2,2026,Directeur adjoint,Sanitaire,EHPAD sanitaire,46.14698424316383,6.319819737427401,46.14698424316383,6.319819737427401,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-additif-d3s,Retrait du 08/02/2026,"centre hospitalier Alpes Léman à Contamine-sur-Arve, « Andrevetan » à La Roche sur Foron, hôpital départemental de Reignier, hôpital départemental Dufresne-Sommeiller à La Tour et EHPAD « Vivre Ensemble » à Saint-Pierre-en-Faucigny (Haute Savoie), un emploi de directeur adjoint en charge des finances, du contrôle de gestion et des achats",CH ALPES LEMAN CENTRE HOSPITALIER ALPES LEMAN,Très probable
248,"directeur adjoint en charge du pôle handicap enfant (ITEP, SESSAD) et de la qualité, communication et gestion des risques",Non renseigné,Charente-Maritime,Nouvelle-Aquitaine,Charente-Maritime,Etablissement public départemental Les 2 Monts - Montlieu-La-Garde (Charente-Maritime),170021729,2,2026,Directeur adjoint,Sanitaire,Handicap enfant,46.13820271184993,-1.152069533004097,46.13820271184993,-1.152069533004097,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jo-add-1102,Non renseigné,"Etablissement public départemental Les 2 Monts - Montlieu-La-Garde (Charente-Maritime), un emploi de directeur adjoint en charge du pôle handicap enfant (ITEP, SESSAD) et de la qualité, communication et gestion des risques",CONSEIL DEPARTEMENTAL CH MARITIME,Probable - à contrôler
249,Directeur / directrice,Villers-Cotterets,Aisne,Hauts-de-France,Villers-Cotterets,"EHPAD « Le grand bosquet » à Villers-Cotterets, EHPAD « L'Ourcq » à La Ferté-Milon et EHPAD « Hôtel Dieu » à Oulchy le Château, direction commune (Aisne)",020002242,4,2026,Chef d'établissement,Médico-social,EHPAD autonome,49.25569446208338,3.0948310249205906,49.25569446208338,3.0948310249205906,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,"EHPAD « Le grand bosquet » à Villers-Cotterets, EHPAD « L'Ourcq » à La Ferté-Milon et EHPAD « Hôtel Dieu » à Oulchy le Château, direction commune (Aisne)",EHPAD BOSQUET VILLERS-COTTERÊTS,Très probable
250,Directeur / directrice,Chateauroux,Indre,Centre-Val de Loire,Chateauroux,Etablissement public départemental Blanche de Fontarce à Chateauroux (Indre),360007397,4,2026,Chef d'établissement,Médico-social,Handicap adulte,46.81512778639354,1.7225300953405014,46.81512778639354,1.7225300953405014,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,Etablissement public départemental Blanche de Fontarce à Chateauroux (Indre),ESAT DE CHATEAUROUX ESAT DE CHATEAUROUX,Très probable
251,Directeur / directrice,Parigné L'Evèque,Sarthe,Pays de la Loire,Parigné L'Evèque,EPISMS Bodin Crapez fusion de l'EHPAD « Alain et Jean Crapez » à Parigné L'Evèque et de l'EHPAD « Marie Louise Bodin » à Le Grand Lucé (Sarthe),720002260,4,2026,Chef d'établissement,Médico-social,EHPAD autonome,47.937335099213406,0.3558473109001429,47.937335099213406,0.3558473109001429,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,EPISMS Bodin Crapez fusion de l'EHPAD « Alain et Jean Crapez » à Parigné L'Evèque et de l'EHPAD « Marie Louise Bodin » à Le Grand Lucé (Sarthe),EHPAD ALAIN ET JEAN CRAPEZ EHPAD ALAIN ET JEAN CRAPEZ,Très probable
252,Directeur / directrice,Non renseigné,Cantal,Auvergne-Rhône-Alpes,Cantal,"EHPAD « Les jardins de St Illide » et EHPAD « Le bocage », direction commune (Cantal)",150782282,4,2026,Chef d'établissement,Médico-social,EHPAD autonome,45.06178457642187,2.314403721513341,45.06178457642187,2.314403721513341,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,"EHPAD « Les jardins de St Illide » et EHPAD « Le bocage », direction commune (Cantal)","EHPAD ""LES JARDINS DE ST ILLIDE""",Très probable
253,Directeur / directrice,Ailhaud Castelet,Dordogne,Nouvelle-Aquitaine,Ailhaud Castelet,EPA centre d'Ailhaud Castelet (Dordogne),240004044,4,2026,Chef d'établissement,Médico-social,Handicap enfant,45.18197360190816,0.7470653137391626,45.18197360190816,0.7470653137391626,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,EPA centre d'Ailhaud Castelet (Dordogne),ITEP AILHAUD CASTELET ITEP AILHAUD CASTELET,Très probable
254,Directeur / directrice,Castillonnès,Lot-et-Garonne,Nouvelle-Aquitaine,Castillonnès,EHPAD « Les marronniers » à Castillonnès (Lot-et-Garonne),470002049,4,2026,Chef d'établissement,Médico-social,EHPAD autonome,44.648409505873055,0.5917312085424905,44.648409505873055,0.5917312085424905,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,EHPAD « Les marronniers » à Castillonnès (Lot-et-Garonne),EHPAD LES MARRONNIERS EHPAD LES MARRONNIERS,Très probable
255,Directeur / directrice,Aurec-sur-Loire,Haute-Loire,Auvergne-Rhône-Alpes,Aurec-sur-Loire,"EHPAD « Les tilleuls » à Aurec-sur-Loire, EHPAD « Saint Vincent » à Bas en Basset et EHPAD « Les sources » à Saint Pal en Chalençon, direction commune (Haute-Loire)",430002048,4,2026,Chef d'établissement,Médico-social,EHPAD autonome,45.36633290005934,4.19966730874803,45.36633290005934,4.19966730874803,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,"EHPAD « Les tilleuls » à Aurec-sur-Loire, EHPAD « Saint Vincent » à Bas en Basset et EHPAD « Les sources » à Saint Pal en Chalençon, direction commune (Haute-Loire)",EHPAD LES TILLEULS,Très probable
256,Directeur / directrice,Wignehies,Nord,Hauts-de-France,Wignehies,EHPAD Résidence les vertes années à Wignehies (Nord),590783627,4,2026,Chef d'établissement,Médico-social,EHPAD autonome,50.019214207471016,3.999296590373652,50.019214207471016,3.999296590373652,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,EHPAD Résidence les vertes années à Wignehies (Nord),EHPAD LES VERTES ANNEES EHPAD LES VERTES ANNEES,Très probable
257,Directeur / directrice,Arques,Pas-de-Calais,Hauts-de-France,Arques,EHPAD et foyer de vie « résidence les Fontinettes » à Arques (Pas-de-Calais),620117770,4,2026,Chef d'établissement,Médico-social,EHPAD autonome,50.73388169279368,2.294824210472992,50.73388169279368,2.294824210472992,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,EHPAD et foyer de vie « résidence les Fontinettes » à Arques (Pas-de-Calais),FV FONTINETTES ARQUES,Très probable
258,Directeur / directrice,Châteauneuf-du-Pape,Vaucluse,Provence-Alpes-Côte d'Azur,Châteauneuf-du-Pape,EHPAD public autonome « Prosper Mathieu » à Châteauneuf-du-Pape (Vaucluse),840002109,4,2026,Chef d'établissement,Médico-social,EHPAD autonome,44.05412480073484,4.823575807945272,44.05412480073484,4.823575807945272,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,EHPAD public autonome « Prosper Mathieu » à Châteauneuf-du-Pape (Vaucluse),EHPAD RESIDENCE PROSPER MATHIEU EHPAD PROSPER MATHIEU CHATEAUNEUF DU PAPE,Très probable
259,Directeur / directrice,Liancourt,Oise,Hauts-de-France,Liancourt,Résidence « Les belles eaux » de Liancourt (Oise),600100549,4,2026,Chef d'établissement,Médico-social,EHPAD autonome,49.32539939373992,2.4667148310296256,49.32539939373992,2.4667148310296256,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053887092,Non renseigné,Résidence « Les belles eaux » de Liancourt (Oise),EHPAD LIANCOURT,Très probable
